dissimilarity_ang_0_dist_1,dissimilarity_ang_45_dist_1,dissimilarity_ang_90_dist_1,dissimilarity_ang_135_dist_1,correlation_ang_0_dist_1,correlation_ang_45_dist_1,correlation_ang_90_dist_1,correlation_ang_135_dist_1,homogeneity_ang_0_dist_1,homogeneity_ang_45_dist_1,homogeneity_ang_90_dist_1,homogeneity_ang_135_dist_1,contrast_ang_0_dist_1,contrast_ang_45_dist_1,contrast_ang_90_dist_1,contrast_ang_135_dist_1,ASM_ang_0_dist_1,ASM_ang_45_dist_1,ASM_ang_90_dist_1,ASM_ang_135_dist_1,energy_ang_0_dist_1,energy_ang_45_dist_1,energy_ang_90_dist_1,energy_ang_135_dist_1,pathology,image_path
2.8997308402124656e-05,4.210792570542371e-05,3.267535183405867e-05,4.446361385677608e-05,0.984849106345955,0.9780042812051478,0.9829264050163584,0.9767737514823588,0.9999855013457987,0.9999789460371473,0.999983662324083,0.9999777681930715,2.8997308402124656e-05,4.210792570542371e-05,3.267535183405867e-05,4.446361385677608e-05,0.9980571026719213,0.9980435246877117,0.998053531235809,0.998041169203496,0.9990280790207657,0.999021283400765,0.9990262915638451,0.9990201045041566,malignant,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24055445.xml
1.7516140608390026e-05,2.6354261193254693e-05,2.634634224457884e-05,3.3274095137852295e-05,0.9867631347489145,0.9800890818116823,0.9800890857764053,0.9748610753600011,0.9999912419296957,0.9999868228694034,0.9999868268288779,0.9999833629524311,1.7516140608390026e-05,2.6354261193254693e-05,2.634634224457884e-05,3.3274095137852295e-05,0.9986591995156392,0.9986500379013918,0.9986504432753514,0.9986431184800656,0.9993293748887997,0.9993247909970971,0.9993249938210048,0.9993213289428309,malignant,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24055464.xml
2.575903030645592e-05,4.21079257054237e-05,2.6787901053147195e-05,3.577701379866419e-05,0.9840097522926434,0.973867361440424,0.9833701431307847,0.97779639451057,0.9999871204848468,0.9999789460371473,0.9999866060494733,0.9999821114931007,2.575903030645592e-05,4.21079257054237e-05,2.6787901053147195e-05,3.577701379866419e-05,0.9983633203530832,0.9983465783420727,0.9983623810899747,0.9983529087608969,0.9991813250622147,0.9991729471628387,0.9991808550457593,0.9991761149871913,malignant,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24055483.xml
3.2677169874475515e-05,3.739654940271895e-05,3.473595960737768e-05,5.506421053786176e-05,0.9785219320298344,0.9754259897190033,0.9771674602427779,0.9638162210823119,0.9999836614150628,0.9999813017252988,0.9999826320201963,0.9999724678947312,3.2677169874475515e-05,3.739654940271895e-05,3.473595960737768e-05,5.506421053786176e-05,0.9984459035392639,0.9984408121512408,0.9984439294702011,0.9984231461236711,0.9992226496328352,0.9992201019551402,0.9992216618299471,0.9992112620080256,malignant,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24055502.xml
3.885933714802493e-05,5.9628356331106995e-05,4.003466531019801e-05,5.2561291877049846e-05,0.9915013222382978,0.9869622483726639,0.991243787667425,0.9885074633803481,0.999980570331426,0.9999701858218346,0.9999799826673448,0.9999737193540613,3.885933714802493e-05,5.9628356331106995e-05,4.003466531019801e-05,5.2561291877049846e-05,0.9953887441790454,0.9953668599156327,0.9953878227511862,0.9953739261872346,0.997691707983506,0.9976807404754452,0.9976912462035468,0.9976842818182687,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/22580192.xml
3.311875325115761e-05,5.005837321623797e-05,2.207794042841802e-05,2.7384874759471362e-05,0.9885510706854876,0.9826993895561233,0.9923673810729776,0.9905355484042321,0.9999834406233743,0.999974970813392,0.9999889610297857,0.9999863075626203,3.311875325115761e-05,5.005837321623797e-05,2.207794042841802e-05,2.7384874759471362e-05,0.997074144311829,0.9970564986453323,0.9970853452233503,0.9970791703878796,0.9985360005086592,0.9985271647007568,0.9985416091597538,0.9985385172279934,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/22580244.xml
5.740583896867319e-06,9.422752605409497e-06,6.91775466757098e-06,8.244908529733312e-06,0.9356406939364665,0.8943847273574038,0.9224387851928249,0.9075866364377284,0.9999971297080514,0.999995288623697,0.9999965411226663,0.9999958775457352,5.740583896867319e-06,9.422752605409497e-06,6.91775466757098e-06,8.244908529733312e-06,0.9999050635852734,0.9999013596277049,0.9999038913917204,0.9999025374509711,0.9999525306659679,0.999950678597552,0.9999519445411966,0.9999512675380592,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/50998032.xml
8.831667533642031e-07,8.833830567571406e-07,8.831176171367209e-07,8.833830567571406e-07,-4.415835716780661e-07,-4.4169172347006266e-07,-4.41559003542628e-07,-4.4169172347006266e-07,0.9999995584166235,0.9999995583084718,0.9999995584411916,0.9999995583084718,8.831667533642031e-07,8.833830567571406e-07,8.831176171367209e-07,8.833830567571406e-07,0.9999982336676633,0.9999982332350571,0.9999982337659358,0.9999982332350571,0.9999991168334417,0.9999991166171384,0.9999991168825779,0.9999991166171384,malignant,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/50998059.xml
7.801306321383793e-06,1.1336749228383303e-05,7.35931347613934e-06,9.128291586490453e-06,0.9149238680283353,0.8763988257474318,0.9197394983446918,0.9004769765758541,0.9999960993468393,0.9999943316253858,0.9999963203432619,0.9999954358542069,7.801306321383793e-06,1.1336749228383303e-05,7.35931347613934e-06,9.128291586490453e-06,0.9999005008112899,0.999896942978602,0.9999009478989447,0.9998991513910479,0.9999502491680723,0.9999484701616389,0.9999504727229968,0.9999495744241546,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/50998086.xml
7.359722944701691e-07,7.361525472976172e-07,7.359313476139339e-07,7.361525472976172e-07,-3.679862826489389e-07,-3.6807640912900163e-07,-3.6796580920575385e-07,-3.6807640912900163e-07,0.9999996320138529,0.9999996319237264,0.9999996320343261,0.9999996319237264,7.359722944701691e-07,7.361525472976172e-07,7.359313476139339e-07,7.361525472976172e-07,0.9999985280562237,0.9999985276957183,0.9999985281381172,0.9999985276957183,0.999999264027841,0.9999992638475882,0.9999992640687878,0.9999992638475882,malignant,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/50998113.xml
1.5602612642767586e-05,1.869827470135947e-05,1.1774901561822945e-05,1.869827470135947e-05,0.826506109963149,0.7921346766286956,0.8690612153941317,0.7921346766286956,0.9999921986936786,0.9999906508626492,0.9999941125492191,0.9999906508626492,1.5602612642767586e-05,1.869827470135947e-05,1.1774901561822945e-05,1.869827470135947e-05,0.99989446586064,0.9998913482798506,0.9998982984701835,0.9998913482798506,0.9999472315380648,0.9999456726641955,0.9999491479421259,0.9999456726641955,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/50997742.xml
1.3983473594933215e-05,1.7373200116223764e-05,1.0891783944686222e-05,1.6637047568926147e-05,0.7921155463212516,0.7417856238297967,0.8380689521743176,0.7527269109556527,0.9999930082632027,0.999991313399942,0.9999945541080276,0.9999916814762155,1.3983473594933215e-05,1.7373200116223764e-05,1.0891783944686222e-05,1.6637047568926147e-05,0.9999187511167111,0.9999153450224801,0.9999218464717456,0.9999160811499908,0.9999593747331494,0.999957671615394,0.9999609224723462,0.9999580396946618,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/50997769.xml
2.0901613162952804e-05,2.974056291082373e-05,2.1783567889372447e-05,2.9446101891904686e-05,0.888178524594459,0.8409300102179353,0.8834536741271122,0.8425049606118171,0.9999895491934185,0.9999851297185445,0.9999891082160555,0.999985276949054,2.0901613162952804e-05,2.974056291082373e-05,2.1783567889372447e-05,2.9446101891904686e-05,0.9997921793336333,0.9997832950558505,0.9997913078151106,0.9997835894994413,0.9998960842675769,0.99989164165716,0.9998956484629337,0.999891788894899,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/50997796.xml
4.268639307926981e-06,4.26968477432618e-06,4.268401816160817e-06,4.26968477432618e-06,-2.1343242092935982e-06,-2.1348469447248378e-06,-2.134205462903645e-06,-2.1348469447248378e-06,0.999997865680346,0.9999978651576128,0.9999978657990919,0.9999978651576128,4.268639307926981e-06,4.26968477432618e-06,4.268401816160817e-06,4.26968477432618e-06,0.9999914627487162,0.9999914606577968,0.9999914632236966,0.9999914606577968,0.9999957313652474,0.9999957303197833,0.9999957316027387,0.9999957303197833,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/50997823.xml
2.892371117267765e-05,4.880691388583202e-05,4.489181220444997e-05,6.043812413313437e-05,0.9956203269623072,0.9926113852723799,0.9932099281440471,0.9908505992588595,0.9999855381444138,0.9999755965430572,0.9999775540938978,0.9999697809379333,2.892371117267765e-05,4.880691388583202e-05,4.489181220444997e-05,6.043812413313437e-05,0.9933669971121857,0.9933455033750441,0.9933437203449358,0.9933338734354488,0.9966779806498113,0.9966671979026119,0.9966663034059774,0.9966613634707873,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/22670620.xml
2.8555725025442563e-05,5.2119600348671295e-05,4.1653714274948666e-05,5.550590206624033e-05,0.9952578921744333,0.9913468689914082,0.9930823902656443,0.9907846599145789,0.9999857221374873,0.9999739401998256,0.9999791731428627,0.9999722470489669,2.8555725025442563e-05,5.2119600348671295e-05,4.1653714274948666e-05,5.550590206624033e-05,0.9939497083278009,0.9939246759906231,0.9939369452711804,0.9939212900533579,0.996970264515347,0.9969577102317947,0.9969638635733897,0.9969560120954976,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/22670673.xml
2.3992696799727513e-05,3.1801790043257055e-05,1.7662352342734414e-05,2.7384874759471362e-05,0.980613219088546,0.9743095379613808,0.9857275237473425,0.9778776576889668,0.9999880036516,0.9999840991049781,0.9999911688238288,0.9999863075626203,2.3992696799727513e-05,3.1801790043257055e-05,1.7662352342734414e-05,2.7384874759471362e-05,0.9987384276477989,0.9987303160724803,0.9987448265404294,0.9987347327263424,0.9993690147527082,0.9993649563960507,0.9993722162139737,0.9993671661238138,malignant,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/53581406.xml
2.620061368313802e-05,3.9752237554071325e-05,3.208660675596752e-05,4.564145793245227e-05,0.9892426330819475,0.9836826408073828,0.9868252481524883,0.9812652542603281,0.9999868996931585,0.999980123881223,0.999983956696622,0.9999771792710339,2.620061368313802e-05,3.9752237554071325e-05,3.208660675596752e-05,4.564145793245227e-05,0.9975382027855785,0.9975240562623712,0.9975324524780573,0.9975181675448952,0.9987683429031872,0.998761260893899,0.9987654641997076,0.9987583128789944,malignant,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/53581460.xml
1.9135279656224397e-06,1.9139966229738046e-06,1.9134215037962287e-06,1.9139966229738046e-06,-9.567648982094145e-07,-9.56999227333547e-07,-9.567116671944529e-07,-9.56999227333547e-07,0.9999990432360171,0.9999990430016885,0.9999990432892483,0.9999990430016885,1.9135279656224397e-06,1.9139966229738046e-06,1.9134215037962287e-06,1.9139966229738046e-06,0.9999961729495611,0.9999961720122491,0.9999961731624843,0.9999961720122491,0.9999980864729497,0.9999980860042929,0.9999980865794116,0.9999980860042929,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24065833.xml
7.359722944701691e-07,7.361525472976172e-07,7.359313476139339e-07,7.361525472976172e-07,-3.679862826489389e-07,-3.6807640912900163e-07,-3.6796580920575385e-07,-3.6807640912900163e-07,0.9999996320138529,0.9999996319237264,0.9999996320343261,0.9999996319237264,7.359722944701691e-07,7.361525472976172e-07,7.359313476139339e-07,7.361525472976172e-07,0.9999985280562237,0.9999985276957183,0.9999985281381172,0.9999985276957183,0.999999264027841,0.9999992638475882,0.9999992640687878,0.9999992638475882,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24065860.xml
2.649500260092609e-06,2.6501491702714217e-06,2.6493528514101627e-06,2.6501491702714217e-06,-1.3247518850115367e-06,-1.3250763409606937e-06,-1.3246781804750386e-06,-1.3250763409606937e-06,0.99999867524987,0.9999986749254149,0.9999986753235743,0.9999986749254149,2.649500260092609e-06,2.6501491702714217e-06,2.6493528514101627e-06,2.6501491702714217e-06,0.9999947010100095,0.9999946997121945,0.999994701304826,0.9999946997121945,0.9999973505014949,0.9999973498525856,0.9999973506489035,0.9999973498525856,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24065887.xml
1.0303612122582369e-06,1.030613566216664e-06,1.0303038866595075e-06,1.030613566216664e-06,-5.15180871540312e-07,-5.153070486495495e-07,-5.151522087114152e-07,-5.153070486495495e-07,0.9999994848193939,0.9999994846932168,0.9999994848480567,0.9999994846932168,1.0303612122582369e-06,1.030613566216664e-06,1.0303038866595075e-06,1.030613566216664e-06,0.999997939279168,0.9999979387744607,0.9999979393938189,0.9999979387744607,0.9999989696390532,0.9999989693866993,0.9999989696963787,0.9999989693866993,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24065914.xml
1.3247501300463047e-06,1.3250745851357108e-06,1.1774901561822942e-06,1.7667661135142813e-06,0.7857136233371733,0.7857136231749448,0.8095232207769116,0.7142848308999263,0.999999337624935,0.9999993374627074,0.9999994112549219,0.9999991166169433,1.3247501300463047e-06,1.3250745851357108e-06,1.1774901561822942e-06,1.7667661135142813e-06,0.999992493103461,0.9999924912648923,0.9999926407070178,0.9999920495747299,0.9999962465446863,0.9999962456253985,0.9999963203467389,0.9999960247794637,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24055877.xml
1.5161029266085484e-05,2.2084576418928513e-05,1.5748930838938185e-05,2.2231806928388042e-05,0.9399341094905383,0.912525399466212,0.9376014539866654,0.9119422354626535,0.9999924194853671,0.9999889577117904,0.9999921255345806,0.9999888840965359,1.5161029266085484e-05,2.2084576418928513e-05,1.5748930838938185e-05,2.2231806928388042e-05,0.9997324325661849,0.9997254474657933,0.9997318587240104,0.9997253002418086,0.9998662073328536,0.9998627143092162,0.999865920373332,0.9998626406871138,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24055904.xml
1.3247501300463045e-06,1.6195356040547576e-06,1.177490156182294e-06,1.766766113514281e-06,0.8199993376224973,0.7799991902292174,0.8399994112527555,0.7599991166136917,0.999999337624935,0.9999991902321979,0.9999994112549216,0.9999991166169433,1.3247501300463045e-06,1.6195356040547576e-06,1.177490156182294e-06,1.766766113514281e-06,0.9999913155557631,0.9999910189686418,0.9999914632248335,0.9999908717386311,0.9999956577684541,0.9999955094742385,0.9999957316033071,0.9999954358588998,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24055931.xml
1.8693696279542295e-05,2.738487475947136e-05,1.9575773846530642e-05,2.6943183231092787e-05,0.9396867580656868,0.9116672171204131,0.9368373141096152,0.9130919394249226,0.9999906531518602,0.9999863075626203,0.9999902121130766,0.9999865284083844,1.8693696279542295e-05,2.738487475947136e-05,1.9575773846530642e-05,2.6943183231092787e-05,0.9996713631701184,0.9996625964931628,0.9996704983677774,0.999663038160695,0.9998356680825696,0.9998312840140394,0.9998352356102367,0.9998315048850456,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/24055958.xml
2.943889177880677e-07,2.9446101891904683e-07,2.9437253904557356e-07,2.9446101891904683e-07,-1.4719448056024584e-07,-1.4723053113634948e-07,-1.4718629118658794e-07,-1.4723053113634948e-07,0.9999998528055412,0.9999998527694907,0.9999998528137306,0.9999998527694907,2.943889177880677e-07,2.9446101891904683e-07,2.9437253904557356e-07,2.9446101891904683e-07,0.9999994112222946,0.9999994110780922,0.999999411255052,0.9999994110780922,0.999999705611104,0.9999997055390027,0.9999997056274826,0.9999997055390027,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/53587427.xml
1.1775556711522707e-06,1.3250745851357108e-06,1.0303038866595075e-06,1.6195356040547576e-06,0.6363630475848474,0.5909084283707254,0.6818176666654046,0.4999991902308865,0.9999994112221644,0.9999993374627074,0.9999994848480567,0.9999991902321979,1.1775556711522707e-06,1.3250745851357108e-06,1.0303038866595075e-06,1.6195356040547576e-06,0.9999955841728628,0.9999954358612083,0.9999957316044878,0.9999951414010564,0.999997792083994,0.9999977179280002,0.9999978657999665,0.9999975706975774,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/53587454.xml
8.831667533642031e-07,8.833830567571406e-07,8.831176171367209e-07,8.833830567571406e-07,-4.415835716780661e-07,-4.4169172347006266e-07,-4.41559003542628e-07,-4.4169172347006266e-07,0.9999995584166235,0.9999995583084718,0.9999995584411916,0.9999995583084718,8.831667533642031e-07,8.833830567571406e-07,8.831176171367209e-07,8.833830567571406e-07,0.9999982336676633,0.9999982332350571,0.9999982337659358,0.9999982332350571,0.9999991168334417,0.9999991166171384,0.9999991168825779,0.9999991166171384,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/53587481.xml
1.4719445889403383e-07,1.4723050945952342e-07,1.4718626952278678e-07,1.4723050945952342e-07,-7.359723486356947e-08,-7.361526014896782e-08,-7.359314017734327e-08,-7.361526014896782e-08,0.9999999264027706,0.9999999263847453,0.9999999264068652,0.9999999263847453,1.4719445889403383e-07,1.4723050945952342e-07,1.4718626952278678e-07,1.4723050945952342e-07,0.9999997056111148,0.9999997055390136,0.9999997056274935,0.9999997055390136,0.9999998528055466,0.999999852769496,0.9999998528137359,0.999999852769496,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/53587508.xml
3.238278095668744e-06,3.386301717569039e-06,2.796539120932949e-06,3.827993245947609e-06,0.6986285178385544,0.6849298136893576,0.7397246291201877,0.6438337024314476,0.9999983808609522,0.9999983068491414,0.9999986017304394,0.999998086003377,3.238278095668744e-06,3.386301717569039e-06,2.796539120932949e-06,3.827993245947609e-06,0.999986016594621,0.9999858659403169,0.9999864589287476,0.999985424251975,0.9999930082728684,0.9999929329451869,0.9999932294414535,0.9999927120994307,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/51049462.xml
1.4425056971615315e-05,1.869827470135947e-05,1.5307372030369826e-05,1.810935266352138e-05,0.9490572355145168,0.9339823335299736,0.9459382911760674,0.9360616301117066,0.9999927874715142,0.9999906508626492,0.9999923463139848,0.9999909453236684,1.4425056971615315e-05,1.869827470135947e-05,1.5307372030369826e-05,1.810935266352138e-05,0.9997024131139244,0.9996980706960951,0.9997015465769871,0.9996986595964565,0.9998511954855704,0.9998490239511638,0.999850762152526,0.9998493184457629,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/51049489.xml
4.563028225715049e-06,5.005837321623797e-06,3.974029277115243e-06,4.858606812164273e-06,0.6395326021923768,0.604648659856191,0.6860445246006925,0.6162766404486559,0.9999977184858873,0.9999974970813392,0.9999980129853613,0.9999975706965939,4.563028225715049e-06,5.005837321623797e-06,3.974029277115243e-06,4.858606812164273e-06,0.9999827783492523,0.9999823324440844,0.999983368047449,0.9999824796731414,0.9999913891375527,0.9999911661830241,0.9999916839891465,0.9999912397982001,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/51049516.xml
2.0460029786270707e-05,2.7679335778390407e-05,1.9134215037962284e-05,2.5029186608118982e-05,0.9439187717488217,0.9241491267451065,0.9475499309450702,0.9314114443971707,0.999989769985107,0.999986160332111,0.9999904328924809,0.999987485406696,2.0460029786270707e-05,2.7679335778390407e-05,1.9134215037962284e-05,2.5029186608118982e-05,0.9996147118994322,0.9996074036042355,0.9996160579557293,0.9996100536137201,0.9998073373902755,0.9998036825318436,0.9998080105478898,0.9998050077958802,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/51049543.xml
4.415833766821015e-06,4.416915283785703e-06,3.3852841990240964e-06,5.15306783108332e-06,0.6969674890367263,0.69696748849596,0.767675075022336,0.6464620699119532,0.9999977920831166,0.9999977915423581,0.9999983073579006,0.9999974234660846,4.415833766821015e-06,4.416915283785703e-06,3.3852841990240964e-06,5.15306783108332e-06,0.9999810120404776,0.9999810073900163,0.9999820433927419,0.9999802712445139,0.9999905059751706,0.9999905036499178,0.9999910216560656,0.9999901355736035,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/51049628.xml
1.074519549926447e-05,1.6048125531088053e-05,1.2510832909436876e-05,1.4428589927033296e-05,0.9607894709193899,0.9414527696814659,0.9543439048433241,0.9473612057686575,0.9999946274022503,0.9999919759372345,0.9999937445835454,0.9999927857050365,1.074519549926447e-05,1.6048125531088053e-05,1.2510832909436876e-05,1.4428589927033296e-05,0.9997152163963486,0.9997098465006472,0.9997134660444305,0.9997114659868931,0.999857598059018,0.9998549127251649,0.9998567227580312,0.9998557225854604,benign,D:/mathe/Documents/BancoDados_IC/Mamografia/INBREAST/AllXML/51049655.xml
