group,subgroup,subgroup url,case description,img url,img name,case id/cover img id,crop r1,crop r2,crop col1,crop col2,tumor type,Notes,
5.1 Benign lesions | Ultrasound Cases,5.1.5 Galactoceles and sebaceous cysts,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/galactoceles-and-sebaceous-cysts/,Sebaceous cyst with a subcutaneous cyst with internal echos in the axilla,/clients/ultrasoundcases/uploads/lbox_2879.jpg,2879,2879,4,443,3,592,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Cyst with internal echos caused by inspissated cyst fluid,/clients/ultrasoundcases/uploads/lbox_5227.jpg,5227,5226,1,446,4,596,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Lobulated cyst with internal echos during and after aspiration,/clients/ultrasoundcases/uploads/lbox_5228.jpg,5228,5228,27,393,90,418,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Lobulated cyst with internal echos during and after aspiration,/clients/ultrasoundcases/uploads/lbox_5229.jpg,5229,5228,28,393,83,434,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Cyst with a fluid level caused by the presence of fluids with different specific gravities,/clients/ultrasoundcases/uploads/lbox_5232.jpg,5232,5232,39,371,13,575,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Cyst with a fluid level caused by the presence of fluids with different specific gravities,/clients/ultrasoundcases/uploads/lbox_5234.jpg,5234,5232,40,369,14,571,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Cyst filled with echogenic contents and a fluid level caused by the presence of fluids with different specific gravities,/clients/ultrasoundcases/uploads/lbox_5238.jpg,5238,5238,33,381,68,458,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Cyst filled with echogenic contents and a fluid level caused by the presence of fluids with different specific gravities,/clients/ultrasoundcases/uploads/lbox_5239.jpg,5239,5238,35,382,85,431,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Cyst filled with echogenic contents and a fluid level caused by the presence of fluids with different specific gravities,/clients/ultrasoundcases/uploads/lbox_5240.jpg,5240,5238,29,389,65,467,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Cysts filled with echogenic contents and a fluid level caused by the presence of fluids with different specific gravities,/clients/ultrasoundcases/uploads/lbox_5241.jpg,5241,5241,25,397,50,490,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Cysts filled with echogenic contents and a fluid level caused by the presence of fluids with different specific gravities,/clients/ultrasoundcases/uploads/lbox_5242.jpg,5242,5241,27,384,49,498,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Cysts filled with echogenic contents and a fluid level caused by the presence of fluids with different specific gravities,/clients/ultrasoundcases/uploads/lbox_5243.jpg,5243,5241,24,402,51,498,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Cysts filled with echogenic contents and a fluid level caused by the presence of fluids with different specific gravities,/clients/ultrasoundcases/uploads/lbox_5244.jpg,5244,5241,24,402,51,496,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Thick walled cyst filled with echogenic fluid,/clients/ultrasoundcases/uploads/lbox_5245.jpg,5245,5245,3,443,73,449,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Thick walled cyst filled with echogenic fluid,/clients/ultrasoundcases/uploads/lbox_5246.jpg,5246,5245,4,445,81,439,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Thick walled cyst filled with echogenic contents and mural calcifications,/clients/ultrasoundcases/uploads/lbox_5247.jpg,5247,5247,39,374,61,477,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Thick walled cyst filled with echogenic contents and mural calcifications,/clients/ultrasoundcases/uploads/lbox_5248.jpg,5248,5247,40,368,72,452,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Thick walled cyst filled with echogenic contents and mural calcifications,/clients/ultrasoundcases/uploads/lbox_5249.jpg,5249,5247,34,380,159,428,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Thick walled cyst filled with echogenic contents and mural calcifications,/clients/ultrasoundcases/uploads/lbox_5250.jpg,5250,5247,34,379,62,475,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,"Microcystic disease with multiple tiny cysts, some with calcifications",/clients/ultrasoundcases/uploads/lbox_5258.jpg,5258,5257,31,386,3,592,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.2 Infected cysts,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/infected-cysts/,Infected cyst with a thick walled cyst with a vascularized wall and a layer of debris,/clients/ultrasoundcases/uploads/lbox_5304.jpg,5304,5304,20,408,83,430,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.2 Infected cysts,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/infected-cysts/,Infected cyst with a thick walled cyst with a vascularized wall and a layer of debris,/clients/ultrasoundcases/uploads/lbox_5305.jpg,5305,5304,20,408,89,423,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Benign cyst with inspissated contents and calcifications in the cyst wall,/clients/ultrasoundcases/uploads/lbox_5320.jpg,5320,5320,32,385,63,474,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Benign cyst with inspissated contents and calcifications in the cyst wall,/clients/ultrasoundcases/uploads/lbox_5321.jpg,5321,5320,34,383,64,476,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.1 Benign cysts with non mass lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-non-mass-lesions/,Benign cyst with inspissated contents and calcifications in the cyst wall,/clients/ultrasoundcases/uploads/lbox_5322.jpg,5322,5320,33,381,63,473,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.3 Benign cysts with mass or mass looking lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-mass-or-mass-looking-lesions/,Benign cyst with small vascularized intracystic lesion,/clients/ultrasoundcases/uploads/lbox_5330.jpg,5330,5328,41,368,90,421,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Small inspissated cyst impressing a larger benign cyst mimicking an intracystic lesion. After aspiration of some of the fluid the two separate cysts can be identified,/clients/ultrasoundcases/uploads/lbox_5333.jpg,5333,5333,32,382,74,452,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Small inspissated cyst impressing a larger benign cyst mimicking an intracystic lesion. After aspiration of some of the fluid the two separate cysts can be identified,/clients/ultrasoundcases/uploads/lbox_5334.jpg,5334,5333,34,382,89,420,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Small inspissated cyst impressing a larger benign cyst mimicking an intracystic lesion. After aspiration of some of the fluid the two separate cysts can be identified,/clients/ultrasoundcases/uploads/lbox_5335.jpg,5335,5333,33,379,72,455,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Small inspissated cyst impressing a larger benign cyst mimicking an intracystic lesion. After aspiration of some of the fluid the two separate cysts can be identified,/clients/ultrasoundcases/uploads/lbox_5336.jpg,5336,5333,38,372,92,417,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Cyst with intraluminal mobile structure mimicking a polypoid lesion,/clients/ultrasoundcases/uploads/lbox_5337.jpg,5337,5337,59,331,61,476,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Cyst with intraluminal mobile structure mimicking a polypoid lesion,/clients/ultrasoundcases/uploads/lbox_5338.jpg,5338,5337,57,336,69,459,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Cyst with intraluminal mobile structure mimicking a polypoid lesion,/clients/ultrasoundcases/uploads/lbox_5339.jpg,5339,5337,50,347,62,477,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Cyst with intraluminal mobile structure mimicking a polypoid lesion,/clients/ultrasoundcases/uploads/lbox_5340.jpg,5340,5337,55,339,72,450,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.3 Benign cysts with mass or mass looking lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-mass-or-mass-looking-lesions/,Benign intracystic tumor with a vascularized polypoid lesion with extracystic expansion,/clients/ultrasoundcases/uploads/lbox_5353.jpg,5353,5351,26,392,37,520,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.3 Benign cysts with mass or mass looking lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/benign-cysts-with-mass-or-mass-looking-lesions/,Benign intracystic tumor with a vascularized polypoid lesion with extracystic expansion,/clients/ultrasoundcases/uploads/lbox_5354.jpg,5354,5351,30,387,72,452,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Two cysts with non vascularized intracystic structures after breast reduction probably fat necrosis 1999,/clients/ultrasoundcases/uploads/lbox_5355.jpg,5355,5355,57,335,89,416,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Two cysts with non vascularized intracystic structures after breast reduction probably fat necrosis 1999,/clients/ultrasoundcases/uploads/lbox_5356.jpg,5356,5355,85,279,101,396,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Two cysts with non vascularized intracystic structures after breast reduction probably fat necrosis 1999,/clients/ultrasoundcases/uploads/lbox_5357.jpg,5357,5355,58,333,105,393,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Two cysts with non vascularized intracystic structures after breast reduction probably fat necrosis 1999,/clients/ultrasoundcases/uploads/lbox_5358.jpg,5358,5355,38,374,40,520,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Two cysts with non vascularized intracystic structures after breast reduction probably fat necrosis 1999,/clients/ultrasoundcases/uploads/lbox_5359.jpg,5359,5355,33,378,89,421,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Two cysts with non vascularized intracystic structures after breast reduction probably fat necrosis 1999,/clients/ultrasoundcases/uploads/lbox_5360.jpg,5360,5355,21,403,29,541,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Two cysts with non vascularized intracystic structures after breast reduction probably fat necrosis 1999,/clients/ultrasoundcases/uploads/lbox_5361.jpg,5361,5355,60,328,55,485,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.4 Cysts pitfalls,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/cysts-pitfalls/,Two cysts with non vascularized intracystic structures after breast reduction probably fat necrosis 1999,/clients/ultrasoundcases/uploads/lbox_5362.jpg,5362,5355,43,362,57,487,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.5 Galactoceles and sebaceous cysts,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/galactoceles-and-sebaceous-cysts/,Galactoceles and milk filled ducts,/clients/ultrasoundcases/uploads/lbox_5367.jpg,5367,5363,24,403,60,477,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.5 Galactoceles and sebaceous cysts,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/galactoceles-and-sebaceous-cysts/,Galactoceles,/clients/ultrasoundcases/uploads/lbox_5368.jpg,5368,5368,57,337,68,460,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.5 Galactoceles and sebaceous cysts,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/galactoceles-and-sebaceous-cysts/,Galactoceles,/clients/ultrasoundcases/uploads/lbox_5369.jpg,5369,5368,53,342,71,458,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.5 Galactoceles and sebaceous cysts,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/galactoceles-and-sebaceous-cysts/,Galactoceles,/clients/ultrasoundcases/uploads/lbox_5370.jpg,5370,5368,54,345,71,459,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.5 Galactoceles and sebaceous cysts,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/galactoceles-and-sebaceous-cysts/,Galactoceles,/clients/ultrasoundcases/uploads/lbox_5371.jpg,5371,5368,50,348,70,461,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic oval lesion with a mooth contour and sharp margins,/clients/ultrasoundcases/uploads/lbox_5372.jpg,5372,5372,42,371,4,592,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic oval lesion with a mooth contour and sharp margins,/clients/ultrasoundcases/uploads/lbox_5373.jpg,5373,5372,40,369,2,595,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic slightly inhomogeneous oval lesion with a smooth contour and sharp margins,/clients/ultrasoundcases/uploads/lbox_5374.jpg,5374,5374,21,405,12,575,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic slightly inhomogeneous oval lesion with a smooth contour and sharp margins,/clients/ultrasoundcases/uploads/lbox_5375.jpg,5375,5374,19,408,13,574,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic homogeneous oval lesion with a smooth contour and sharp margins,/clients/ultrasoundcases/uploads/lbox_5376.jpg,5376,5376,23,398,1,596,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic homogeneous oval lesion with a smooth contour and sharp margins,/clients/ultrasoundcases/uploads/lbox_5377.jpg,5377,5376,24,399,37,527,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic oval lesion with a smooth contour and sharp margins,/clients/ultrasoundcases/uploads/lbox_5379.jpg,5379,5379,17,413,3,594,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic oval lesion with a smooth contour and sharp margins,/clients/ultrasoundcases/uploads/lbox_5380.jpg,5380,5379,5,438,7,586,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic slightly lobulated oval vascularized lesion with sharp margins,/clients/ultrasoundcases/uploads/lbox_5382.jpg,5382,5381,51,351,5,590,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic slightly lobulated oval lesion with sharp margins,/clients/ultrasoundcases/uploads/lbox_5384.jpg,5384,5384,41,367,43,513,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic slightly lobulated oval lesion with sharp margins,/clients/ultrasoundcases/uploads/lbox_5385.jpg,5385,5384,42,368,36,521,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.6 Fibro adenomas,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/fibro-adenomas/,Fibroadenoma with a hypoechoic slightly inhomogeneous oval lobulated lesion with sharp margins,/clients/ultrasoundcases/uploads/lbox_5390.jpg,5390,5390,38,376,13,576,Benign,,
